TITULO EVENTO;FECHA;LUGAR;URL EVENTO;FUENTE
PENDRAGON WHISTLE STOP TOUR 2026;04/11/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=pendragon-whistle-stop-tour-2026;https://www.movistararena.es/calendario
PITBULL I'M BACK;05/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=pitbull-i-m-back;https://www.movistararena.es/calendario
This Is Michael;06/11/2026;Arena;https://www.palaciovistalegre.com/event/this-is-michael-2026/;https://www.palaciovistalegre.com/events/
Xavi Daura - Báilenlo;06/11/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/xavi-daura-bailenlo/;https://gruposmedia.com/teatro-alcazar/
No tengo remedio - David Navarro;07/11/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/no-tengo-remedio-david-navarro/;https://gruposmedia.com/capitol-gran-via/
LEX;07/11/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=lex;https://www.movistararena.es/calendario
Joe Bonamassa – 2026 Europe Tour;08/11/2026;Arena;https://www.palaciovistalegre.com/event/joe-bonamassa-2026-europe-tour/;https://www.palaciovistalegre.com/events/
BRYAN ADAMS ROLL WITH THE PUNCHES;10/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=bryan-adams-roll-with-the-punches;https://www.movistararena.es/calendario
MIRANDA!;11/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=miranda;https://www.movistararena.es/calendario
Estrella Morente - Iberoexperia Sessions;12/11/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/estrella-morente/;https://gruposmedia.com/capitol-gran-via/
AGUILERA Y MENI;13/11/2026;Arena;https://www.palaciovistalegre.com/event/aguilera-y-meni/;https://www.palaciovistalegre.com/events/
Amon Amarth;14/11/2026;Arena;https://www.palaciovistalegre.com/event/amon-amarth-2/;https://www.palaciovistalegre.com/events/
AGORAZEIN (AGZ) SIEMPRE;15/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=agorazein-agz-siempre;https://www.movistararena.es/calendario
AGORAZEIN (AGZ) SIEMPRE;16/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=agorazein-agz-siempre;https://www.movistararena.es/calendario
Laila Roth;17/11/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/laila-roth/;https://gruposmedia.com/teatro-figaro/
AGORAZEIN (AGZ) SIEMPRE;17/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=agorazein-agz-siempre;https://www.movistararena.es/calendario
AGORAZEIN (AGZ) SIEMPRE;18/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=agorazein-agz-siempre;https://www.movistararena.es/calendario
VETUSTA MORLA GIRA DE VUELTA CANCIONES DE IDA;19/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=vetusta-morla-gira-de-vuelta-canciones-de-ida;https://www.movistararena.es/calendario
VETUSTA MORLA GIRA DE VUELTA CANCIONES DE IDA;20/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=vetusta-morla-gira-de-vuelta-canciones-de-ida;https://www.movistararena.es/calendario
JP FERNÁNDEZ SOMBRAS Y DESTELLOS TOUR;20/11/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=jp-fernandez-sombras-y-destellos-tour;https://www.movistararena.es/calendario
Medina Azahara;21/11/2026;Arena;https://www.palaciovistalegre.com/event/medina-azahara/;https://www.palaciovistalegre.com/events/
VETUSTA MORLA GIRA DE VUELTA CANCIONES DE IDA;21/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=vetusta-morla-gira-de-vuelta-canciones-de-ida;https://www.movistararena.es/calendario
BELY BASARTE AMOR LETAL TOUR;21/11/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=bely-basarte-amor-letal-tour;https://www.movistararena.es/calendario
Jalezz – Momentos Alhambra;22/11/2026;Teatro Eslava;https://teatroeslava.com/conciertos/jalezz-momentos-alhambra/;https://teatroeslava.com/conciertos-madrid/
Tokio Hotel;23/11/2026;Arena;https://www.palaciovistalegre.com/event/tokio-hotel/;https://www.palaciovistalegre.com/events/
Hatsune Miku – Miku Expo 2026 Europe;25/11/2026;Arena;https://www.palaciovistalegre.com/event/hatsune-miku/;https://www.palaciovistalegre.com/events/
LA PLAZUELA LUGAR Nº0 (D.L.Y.) TOUR;27/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=la-plazuela-lugar-n-0-d-l-y-tour;https://www.movistararena.es/calendario
Luck Ra;28/11/2026;Arena;https://www.palaciovistalegre.com/event/luck-ra/;https://www.palaciovistalegre.com/events/
Bernal – Momentos Alhambra;29/11/2026;Teatro Eslava;https://teatroeslava.com/conciertos/bernal-momentos-alhambra/;https://teatroeslava.com/conciertos-madrid/
VÍCTOR MANUEL SOLO A SOLAS CONMIGO;29/11/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=v-ctor-manuel-solo-a-solas-conmigo;https://www.movistararena.es/calendario
75 ANIVERSARIO CAMARÓN;01/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=75-aniversario-camar-n;https://www.movistararena.es/calendario
CELIA BECKS;02/12/2026;Sala El Sol;https://salaelsol.com/eventos/celia-becks/;https://salaelsol.com/agenda/
BUNBURY NUEVAS MUTACIONES TOUR 2026;04/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=bunbury-nuevas-mutaciones-tour-2026;https://www.movistararena.es/calendario
HOMBRES G GIRA 2026 LOS MEJORES AÑOS DE NUESTRA VIDA;11/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=hombres-g-gira-2026-los-mejores-anos-de-nuestra-vida;https://www.movistararena.es/calendario
Serko;12/12/2026;Arena;https://www.palaciovistalegre.com/event/serko/;https://www.palaciovistalegre.com/events/
HOMBRES G GIRA 2026 LOS MEJORES AÑOS DE NUESTRA VIDA;12/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=hombres-g-gira-2026-los-mejores-anos-de-nuestra-vida;https://www.movistararena.es/calendario
JEANETTE GIRA 50 ANIVERSARIO;14/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=jeanette-gira-50-aniversario;https://www.movistararena.es/calendario
Great Straits – The Great Songs Of Dire Straits;17/12/2026;Arena;https://www.palaciovistalegre.com/event/great-straits-the-great-songs-of-dire-straits/;https://www.palaciovistalegre.com/events/
Ahora la chunga soy yo - Palo Capilla;18/12/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/ahora-la-chunga-soy-yo-palo-capilla/;https://gruposmedia.com/capitol-gran-via/
MIGUEL POVEDA COPLAS DEL QUERER GIRA 15 ANIVERSARIO;18/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=miguel-poveda-coplas-del-querer-gira-15-aniversario;https://www.movistararena.es/calendario
RAPHAEL RAPHAELISIMO TOUR 2025;19/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=raphael-raphaelisimo-tour-2025;https://www.movistararena.es/calendario
«SOLO EN CASA» EN CONCIERTO;20/12/2026;Arena;https://www.palaciovistalegre.com/event/solo-en-casa-en-concierto/;https://www.palaciovistalegre.com/events/
MELENDI POP ROCK TOUR;22/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=melendi-pop-rock-tour;https://www.movistararena.es/calendario
MELENDI POP ROCK TOUR;23/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=melendi-pop-rock-tour;https://www.movistararena.es/calendario
Dire Straits: Homenaje Alchemy Project;26/12/2026;Teatro Eslava;https://teatroeslava.com/conciertos/dire-straits-homenaje-alchemy-project/;https://teatroeslava.com/conciertos-madrid/
TABURETE EL PERRO QUE FUMA TOUR 2026;26/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=taburete-el-perro-que-fuma-tour-2026;https://www.movistararena.es/calendario
AMARAL DOLCE VITA TOUR FIN DE GIRA;28/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=amaral-dolce-vita-tour-fin-de-gira;https://www.movistararena.es/calendario
LA OREJA DE VAN GOGH TANTAS COSAS QUE CONTAR TOUR 2026;30/12/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=la-oreja-de-van-gogh-tantas-cosas-que-contar-tour-2026;https://www.movistararena.es/calendario
CAROLINA DURANTE FIN DE LA AVENTURA;08/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=carolina-durante-fin-de-la-aventura;https://www.movistararena.es/calendario
WARCRY XXV ANIVERSARIO;09/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=warcry-xxv-aniversario;https://www.movistararena.es/calendario
DMANÁ BANDA TRIBUTO A MANÁ;09/01/2027;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=dman-banda-tributo-a-man;https://www.movistararena.es/calendario
NIÑA POLACA ONU TOUR;15/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=nina-polaca-onu-tour;https://www.movistararena.es/calendario
DUNCAN DHU CONCIERTO FIN DE GIRA INVERFEST 2027;16/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=duncan-dhu-concierto-fin-de-gira-inverfest-2027;https://www.movistararena.es/calendario
BARRY B THE BARRY B SHOW;23/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=barry-b-the-barry-b-show;https://www.movistararena.es/calendario
TINI FUTTTURA WORLD TOUR;26/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=tini-futttura-world-tour;https://www.movistararena.es/calendario
TINI FUTTTURA WORLD TOUR;27/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=tini-futttura-world-tour;https://www.movistararena.es/calendario
TINI FUTTTURA WORLD TOUR;28/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=tini-futttura-world-tour;https://www.movistararena.es/calendario
SIDECARS GIRA PRESENTACIÓN EVEREST;29/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=sidecars-gira-presentaci-n-everest;https://www.movistararena.es/calendario
CARLOS ARES FIN DE GIRA;30/01/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=carlos-ares-fin-de-gira;https://www.movistararena.es/calendario
DISNEY ON ICE UN VIAJE MÁGICO;11/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=disney-on-ice-un-viaje-magico;https://www.movistararena.es/calendario
DISNEY ON ICE UN VIAJE MÁGICO;12/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=disney-on-ice-un-viaje-magico;https://www.movistararena.es/calendario
DISNEY ON ICE UN VIAJE MÁGICO;13/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=disney-on-ice-un-viaje-magico;https://www.movistararena.es/calendario
DISNEY ON ICE UN VIAJE MÁGICO;14/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=disney-on-ice-un-viaje-magico;https://www.movistararena.es/calendario
CONCIERTO SOLIDARIO CRIS CONTRA EL CÁNCER;17/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=concierto-solidario-cris-contra-el-cancer;https://www.movistararena.es/calendario
OBK VÉRTIGO TOUR 35 ANIVERSARIO;18/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=obk-vertigo-tour-35-aniversario;https://www.movistararena.es/calendario
MALMÖ 040;19/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=malm-040;https://www.movistararena.es/calendario
ALCALÁ NORTE;20/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=alcal-norte;https://www.movistararena.es/calendario
SERGIO DALMA TOUR RITORNO A VIA DALMA;21/02/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=sergio-dalma-tour-ritorno-a-via-dalma;https://www.movistararena.es/calendario
LA CASA AZUL PRESENTACIÓN NUEVO DISCO 'FAUNA Y FLORA SUBACUÁTICA';05/03/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=la-casa-azul-presentaci-n-nuevo-disco-fauna-y-flora-subacu-tica;https://www.movistararena.es/calendario
SILOÉ;12/03/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=silo;https://www.movistararena.es/calendario
SILOÉ;13/03/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=silo;https://www.movistararena.es/calendario
TASH SULTANA EU UK TOUR 2027;31/03/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=tash-sultana-eu-uk-tour-2027;https://www.movistararena.es/calendario
THE WORLD OF HANS ZIMMER A NEW DIMENSION 2027;14/05/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=the-world-of-hans-zimmer-a-new-dimension-2027;https://www.movistararena.es/calendario
IL VOLO WORLD TOUR 2026/2027;26/10/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=il-volo-world-tour-2026-2027;https://www.movistararena.es/calendario
HIJOS DE LA RUINA FIN DE GIRA 2027;29/10/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=hijos-de-la-ruina-fin-de-gira-2027;https://www.movistararena.es/calendario
EL KANKA GIRA LA CALMA;26/11/2027;Movistar Arena;https://www.movistararena.es/informacion?evento=el-kanka-gira-la-calma;https://www.movistararena.es/calendario
