TITULO EVENTO;FECHA;LUGAR;URL EVENTO;FUENTE
UAM. Zarzuela Mística: Los Prodigios de la Sagra;18/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/uam-zarzuela-mistica-los-prodigios-de-la-sagra;https://auditorionacional.inaem.gob.es/es/programacion
UPM. Concierto de Semana Santa;18/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/upm-concierto-de-semana-santa-4;https://auditorionacional.inaem.gob.es/es/programacion
MINICARIES EN LA SALA SOL: FIESTA DE LOS OFICIOS;19/04/2026;Sala El Sol;https://salaelsol.com/eventos/minicaries-en-la-sala-sol-fiesta-de-los-oficios/;https://salaelsol.com/agenda/
Roma Aeterna: César, el hombre que desafió a Roma;19/04/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/roma-aeterna-podcast-de-iban-martin/;https://gruposmedia.com/teatro-alcazar/
El paraguas de Lu. Un cuento musical;19/04/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/el-paraguas-de-lu-un-cuento-musical/;https://gruposmedia.com/teatro-figaro/
Con el flamenco en sus...;19/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/con-el-flamenco-en-sus-tacones/;https://teatroaranjuez.es/cartelera/
Monster-zine Bestiario Imposible, es así como lo ves ahora;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/monster-zine-bestiario-imposible-es-asi-como-lo-ves-ahora;https://www.mataderomadrid.org/programacion
Sesión musical. 'De la semilla al ritmo', con John Gómez;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-musical-de-la-semilla-al-ritmo-con-john-gomez;https://www.mataderomadrid.org/programacion
TALLER Infantil. El desafío del bosque;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-infantil-el-desafio-del-bosque-0;https://www.mataderomadrid.org/programacion
Sonrisas y lágrimas;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sonrisas-y-lagrimas-0;https://www.mataderomadrid.org/programacion
TALLER. Creación de sellos botánicos con la técnica del 'block printing';19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-creacion-de-sellos-botanicos-con-la-tecnica-del-block-printing;https://www.mataderomadrid.org/programacion
El caos de Beca Si no sabes cómo decirlo, escríbelo;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/el-caos-de-beca-si-no-sabes-como-decirlo-escribelo;https://www.mataderomadrid.org/programacion
TALLER. Cuidado de esquejes;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-cuidado-de-esquejes;https://www.mataderomadrid.org/programacion
TALLER. El poder de las plantas aromáticas;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-el-poder-de-las-plantas-aromaticas;https://www.mataderomadrid.org/programacion
Circo + Notes on the Circus;19/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/circo-notes-circus;https://www.mataderomadrid.org/programacion
Hens;19/04/2026;Sala La Riviera;https://feverup.com/m/455982?utm_source=affiliate&utm_medium=impact&utm_campaign=&utm_content=3875474_conciertos.club&irclickid=Qy5Vd%3Ax5vxyKTiiV3oTsV0bTUkpRWVQREx8ZRo0&irgwc=1&afsrc=1;https://salariviera.com/conciertossalariviera/
The Jazz Room: Un Viaje al Corazón de Nueva Orleans;19/04/2026;Café Berlín;https://berlincafe.es/programa/the-jazz-room-un-viaje-al-corazon-de-nueva-orleans-17/;https://berlincafe.es/programas/
MOVISTAR ESTUDIANTES VS. ALIMERKA OVIEDO BALONCESTO JORNADA 30 PRIMERA FEB 25/26;19/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=movistar-estudiantes-vs-alimerka-oviedo-baloncesto-jornada-30-primera-feb-25-26;https://www.movistararena.es/calendario
4 CACHIVACHES CON JOSÉ MOTA LA SALA COMEDIA BY DOMINO´S;19/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=4-cachivaches-con-jos-mota-la-sala-comedia-by-domino-s;https://www.movistararena.es/calendario
REAL MADRID VS. LA LAGUNA TENERIFE JORNADA 27 LIGA ENDESA 2025/26;19/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=real-madrid-vs-la-laguna-tenerife-jornada-27-liga-endesa-2025-26;https://www.movistararena.es/calendario
OCNE. En Familia;19/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-en-familia;https://auditorionacional.inaem.gob.es/es/programacion
Atlántida Chamber Orchestra. Gala Atlántida Competitions;19/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/atlantida-chamber-orchestra-gala-atlantida-competitions;https://auditorionacional.inaem.gob.es/es/programacion
CNDM. María Dueñas | Alexander Malofeev;19/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-maria-duenas-alexander-malofeev;https://auditorionacional.inaem.gob.es/es/programacion
Juana Molina en Madrid | SON Estrella Galicia – Café Berlín 360º;20/04/2026;Café Berlín;https://berlincafe.es/programa/juana-molina-en-madrid-son-estrella-galicia-cafe-berlin-360o-3/;https://berlincafe.es/programas/
ORCAM. Sinfónico 6. Armonías Vocales;20/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orcam-sinfonico-6-armonias-vocales;https://auditorionacional.inaem.gob.es/es/programacion
20:00h - 23.30h;21/04/2026;Sala El Sol;https://salaelsol.com/agenda/;https://salaelsol.com/agenda/
Energías liberadas: Claudine Eizykman;21/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/energias-liberadas-claudine-eizykman;https://www.mataderomadrid.org/programacion
Forgetting Vietnam;21/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/forgetting-vietnam;https://www.mataderomadrid.org/programacion
OCNE. Satélite 16. Creación Española para Quinteto de Metales;21/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/ocne-satelite-16-creacion-espanola-para-quinteto-de-metales;https://auditorionacional.inaem.gob.es/es/programacion
CNDM. Pierre-Laurent Aimard;21/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/cndm-pierre-laurent-aimard;https://auditorionacional.inaem.gob.es/es/programacion
La Tullida Gallery: Diseño de arquitecturas torcidas;22/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/la-tullida-gallery-diseno-de-arquitecturas-torcidas;https://www.mataderomadrid.org/programacion
Loin de Manhattan;22/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/loin-de-manhattan;https://www.mataderomadrid.org/programacion
Fermín Jiménez Landa, ida y vuelta;22/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/fermin-jimenez-landa-ida-y-vuelta;https://www.mataderomadrid.org/programacion
Caso archivado;22/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/caso-archivado;https://www.mataderomadrid.org/programacion
Los Auténticos Decadentes;22/04/2026;Sala La Riviera;https://conciertosya.com/Los-Autenticos-Decadentes-en-Madrid/;https://salariviera.com/conciertossalariviera/
CNDM. Cuarteto Cosmos;22/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-cuarteto-cosmos-1;https://auditorionacional.inaem.gob.es/es/programacion
SOLEÁ MORENTE;23/04/2026;Sala But;https://dice.fm/event/q2aqey-kakkmaddafakka-5th-mar-sala-but-madrid-tickets?lng=es;https://www.salabut.es/agenda-conciertos/
HURACÁN ROMÁNTICA #GPS16;23/04/2026;Sala El Sol;https://salaelsol.com/eventos/huracan-romantica/;https://salaelsol.com/agenda/
'MEET & READ' FIESTA DE LA LECTURA COMPARTIDA;23/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/meet-read-fiesta-de-la-lectura-compartida-0;https://www.mataderomadrid.org/programacion
Nacho Vegas;23/04/2026;Sala La Riviera;https://feverup.com/m/455942;https://salariviera.com/conciertossalariviera/
Santi Sax Music – Sax Appeal;23/04/2026;Café Berlín;https://berlincafe.es/programa/santi-sax-music-sax-appeal/;https://berlincafe.es/programas/
Stereoclip en microdosis;23/04/2026;Café Berlín;https://berlincafe.es/programa/stereoclip-en-microdosis/;https://berlincafe.es/programas/
Sights & Sounds · Pablo Bolívar + Palma Palma + Ronaldo;23/04/2026;Café Berlín;https://berlincafe.es/programa/sights-sounds-%c2%b7-pablo-bolivar-palma-palma-ronaldo/;https://berlincafe.es/programas/
NICO MISERIA NO ES A PESAR DE… SINO PRECISAMENTE POR ELLO,;23/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=nico-miseria-no-es-a-pesar-de-sino-precisamente-por-ello;https://www.movistararena.es/calendario
Ibermúsica. Orquestra Simfònica de Barcelona y Nacional de Catalunya;23/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ibermusica-orquestra-simfonica-de-barcelona-y-nacional-de-catalunya;https://auditorionacional.inaem.gob.es/es/programacion
Excelentia. Noche Española: Concierto de Aranjuez;23/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-noche-espanola-concierto-de-aranjuez;https://auditorionacional.inaem.gob.es/es/programacion
ROBERT JON & THE WRECK;24/04/2026;Sala But;https://www.entradas.com/event/uoho-inverfest-2026-sala-but-20950231/;https://www.salabut.es/agenda-conciertos/
EL DIABLO DE SHANGHAI [Sound Isidro];24/04/2026;Sala El Sol;https://salaelsol.com/eventos/el-diablo-de-shanghai-sound-isidro/;https://salaelsol.com/agenda/
Linaje;24/04/2026;Sala La Riviera;https://www.entradas.com/artist/linaje/?Affiliate=RIV;https://salariviera.com/conciertossalariviera/
Silvia Expósito “Aire Flamenco”;24/04/2026;Café Berlín;https://berlincafe.es/programa/silvia-exposito-aire-flamenco/;https://berlincafe.es/programas/
Josemi Carmona «Mi música, mi vida» – Íntimos en el Berlín;24/04/2026;Café Berlín;https://berlincafe.es/programa/josemi-carmona-mi-musica-mi-vida-intimos-en-el-berlin/;https://berlincafe.es/programas/
DABUTI 2026;24/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=dabuti-2026;https://www.movistararena.es/calendario
LOS DELINQÜENTES 25 AÑOS DEL SENTIMIENTO GARRAPATERO QUE NOS TRAEN LAS FLORES;24/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=los-delinq-entes-25-a-os-del-sentimiento-garrapatero-que-nos-traen-las-flores;https://www.movistararena.es/calendario
OCNE. Sinfónico 18;24/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-18-4;https://auditorionacional.inaem.gob.es/es/programacion
CNDM. Lela Soto;24/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-lela-soto;https://auditorionacional.inaem.gob.es/es/programacion
GARA DURÁN [Sound Isidro];25/04/2026;Sala El Sol;https://salaelsol.com/eventos/gara-duran-sound-isidro/;https://salaelsol.com/agenda/
Los Yakis;25/04/2026;Arena;https://www.palaciovistalegre.com/event/los-yakis/;https://www.palaciovistalegre.com/events/
Maru Candel;25/04/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/maru-candel/;https://gruposmedia.com/teatro-figaro/
Iseo & Dodosound;25/04/2026;Sala La Riviera;https://www.iseododosound.com/pages/25-04-madrid;https://salariviera.com/conciertossalariviera/
MASTRETTA;25/04/2026;Café Berlín;https://berlincafe.es/programa/mastretta-4/;https://berlincafe.es/programas/
ETS BIHOTZEN KONKISTA;25/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=ets-bihotzen-konkista;https://www.movistararena.es/calendario
HOFE;25/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=hofe;https://www.movistararena.es/calendario
CNDM. Montserrat Torrent, Roberto Fresco, Luis Dalda, Andrés Cea, David Malet, Jordi Vergés, José Luis Echechipía, Juan de la Rubia, Óscar Candendo;25/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/cndm-montserrat-torrent-roberto-fresco-luis-dalda-andres-cea-david-malet-jordi-verges-jose-luis-echechipia-juan-de-la-rubia-oscar-candendo;https://auditorionacional.inaem.gob.es/es/programacion
OCNE. Sinfónico 18;25/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-18-4;https://auditorionacional.inaem.gob.es/es/programacion
CNDM. Marco Mezquida Trio;25/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-marco-mezquida-trio;https://auditorionacional.inaem.gob.es/es/programacion
CAIFANES;26/04/2026;Sala But;https://www.ticketmaster.es/event/mau-y-ricky-entradas/1467149045;https://www.salabut.es/agenda-conciertos/
SIN SODA (Homenaje a Soda Stereo);26/04/2026;Sala El Sol;https://salaelsol.com/eventos/sin-soda-homenaje-a-soda-stereo/;https://salaelsol.com/agenda/
Tu familia es una orquesta;26/04/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/tu-familia-es-una-orquesta/;https://gruposmedia.com/teatro-figaro/
Goyo Jiménez - Misery Class;26/04/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/goyo-jimenez-misery-class/;https://gruposmedia.com/capitol-gran-via/
Saxon;26/04/2026;Sala La Riviera;https://www.madnesslive.es/es/conciertos-en-madrid/1679-comprar-entrada-saxon-madrid.html;https://salariviera.com/conciertossalariviera/
The Jazz Room: Tributo a Frank Sinatra y Louis Armstrong;26/04/2026;Café Berlín;https://berlincafe.es/programa/the-jazz-room-tributo-a-frank-sinatra-y-louis-armstrong-2/;https://berlincafe.es/programas/
SUBASTAS SUICIDAS LE FRÈRE LA SALA COMEDIA BY DOMINO´S;26/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=subastas-suicidas-le-frere-la-sala-comedia-by-dominos;https://www.movistararena.es/calendario
RÜFÜS DU SOL EUROPE 26;26/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=rufus-du-sol-europe-26;https://www.movistararena.es/calendario
CARDELLINO EUROPE TOUR;26/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=cardellino-europe-tour;https://www.movistararena.es/calendario
OCNE. Sinfónico 18;26/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-18-4;https://auditorionacional.inaem.gob.es/es/programacion
Mercados en Crescendo. Orquesta Camerata Musicalis. Un Paseo por la Ópera;26/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/mercados-en-crescendo-orquesta-camerata-musicalis-un-paseo-por-la-opera;https://auditorionacional.inaem.gob.es/es/programacion
Impacta. Cuatro Estaciones, Vivaldi;26/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/impacta-cuatro-estaciones-vivaldi;https://auditorionacional.inaem.gob.es/es/programacion
CAIFANES;27/04/2026;Sala But;https://www.bandsintown.com/es/e/107320997-alfa-mist-at-sala-but;https://www.salabut.es/agenda-conciertos/
Machine Head;27/04/2026;Sala La Riviera;https://www.resurrectionfest.es/route/machine-head-tour-2026/;https://salariviera.com/conciertossalariviera/
Fundación Scherzo. Paquito D' Rivera Trío;27/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/fundacion-scherzo-paquito-d-rivera-trio;https://auditorionacional.inaem.gob.es/es/programacion
MADRID EN VIVO · 25 AÑOS: SIDECARS;28/04/2026;Sala El Sol;https://salaelsol.com/eventos/madrid-en-vivo-%c2%b7-25-anos-sidecars/;https://salaelsol.com/agenda/
El Brujo - El Lazarillo de Tormes;28/04/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/el-brujo-el-lazarillo-de-tormes/;https://gruposmedia.com/teatro-alcazar/
David DeMaría - La Puerta Mágica;28/04/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/david-demaria-la-puerta-magica/;https://gruposmedia.com/teatro-alcazar/
Un beso y una flor - Tributo a Nino Bravo;28/04/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/un-beso-y-una-flor-tributo-a-nino-bravo/;https://gruposmedia.com/teatro-figaro/
Max Pezzali;28/04/2026;Sala La Riviera;https://www.entradas.com/event/max-pezzali-max-forever-goes-to-europe-2026-sala-la-riviera-21107775/?affiliate=ABG;https://salariviera.com/conciertossalariviera/
Ibermúsica. BBC National Orchestra of Wales;28/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ibermusica-bbc-national-orchestra-of-wales;https://auditorionacional.inaem.gob.es/es/programacion
OCNE. Satélite 17. Metáforas Sonoras (Mujer, Universo, Creación);28/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/ocne-satelite-17-metaforas-sonoras-mujer-universo-creacion;https://auditorionacional.inaem.gob.es/es/programacion
QUERALT LAHOZ;29/04/2026;Sala But;https://feverup.com/m/455965?srsltid=AfmBOoo34d9GXoHUmX30QNgNjV_9Ncoiw_wEcbui1wpmaDCO6gZLwyJO;https://www.salabut.es/agenda-conciertos/
4 CACHIVACHES CON DANI FEZ LA SALA COMEDIA BY DOMINO´S;29/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=4-cachivaches-con-dani-fez-la-sala-comedia-by-dominos;https://www.movistararena.es/calendario
Ibermúsica. BBC National Orchestra of Wales;29/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ibermusica-bbc-national-orchestra-of-wales-1;https://auditorionacional.inaem.gob.es/es/programacion
La Filarmónica. Las Tres Últimas Sonatas;29/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/la-filarmonica-las-tres-ultimas-sonatas;https://auditorionacional.inaem.gob.es/es/programacion
CHOCLOCK;30/04/2026;Sala But;https://ochoymedioclub.com/conciertos/toldos-verdes/;https://www.salabut.es/agenda-conciertos/
Cave Sessions: Pulpix b2b Trenzark + b2Tn + Maven;30/04/2026;Sala El Sol;https://salaelsol.com/eventos/cave-sessions-pulpix-b2b-trenzark-b2tn-maven/;https://salaelsol.com/agenda/
THE HANGMEN + DIESEL DOGS [40º Aniversario];30/04/2026;Sala El Sol;https://salaelsol.com/eventos/the-hangmen/;https://salaelsol.com/agenda/
5 Seconds of Summer;30/04/2026;Arena;https://www.palaciovistalegre.com/event/5-seconds-of-summer-2/;https://www.palaciovistalegre.com/events/
El Mago Invisible - Nada es lo que parece;30/04/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/el-mago-invisible-nada-es-lo-que-parece/;https://gruposmedia.com/teatro-gran-via/
Mala Gestión;30/04/2026;Sala La Riviera;https://dice.fm/event/xe7p93-mala-gestin-en-sound-isidro-30th-apr-la-riviera-madrid-tickets;https://salariviera.com/conciertossalariviera/
TODO CONCUERDA» Javier Colina & Miguel Siso;30/04/2026;Café Berlín;https://berlincafe.es/programa/todo-concuerda-javier-colina-miguel-siso/;https://berlincafe.es/programas/
El baile de Belén López | Íntimos en el Berlín;30/04/2026;Café Berlín;https://berlincafe.es/programa/el-baile-de-belen-lopez-intimos-en-el-berlin/;https://berlincafe.es/programas/
MANEL FUENTES & THE SPRING´S TEAM;30/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=manel-fuentes-y-the-spring-s-team;https://www.movistararena.es/calendario
Excelentia. 100 años de Cine;30/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-100-anos-de-cine-4;https://auditorionacional.inaem.gob.es/es/programacion
Neon StarClub: Nine B + Carl0ta + Salomelody + Olivia Babe;01/05/2026;Sala El Sol;https://salaelsol.com/eventos/neon-starclub-nine-b-carl0ta-salomelody-olivia-babe/;https://salaelsol.com/agenda/
Noche de chicas;01/05/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/noche-de-chicas/;https://teatroaranjuez.es/cartelera/
THE MOTANS;01/05/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=the-motans;https://www.movistararena.es/calendario
VIEJAS LOCAS;02/05/2026;Sala But;https://feverup.com/m/455970?srsltid=AfmBOop-5MVuhiL-owEHY8es9pKmvz8wbn4ByRP5UxIv1l5ODj3yNExT;https://www.salabut.es/agenda-conciertos/
La Cangri: Kilo Gabbana + Bea Pelea Dj set +  Mthbts;02/05/2026;Sala El Sol;https://salaelsol.com/eventos/la-cangri-3/;https://salaelsol.com/agenda/
ESPLENDOR GEOMÉTRICO + AZOTE MENTAL;02/05/2026;Sala El Sol;https://salaelsol.com/eventos/esplendor-geometrico-azote-mental/;https://salaelsol.com/agenda/
Aires de Canarias;02/05/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/aires-de-canarias/;https://teatroaranjuez.es/cartelera/
Ligabue;02/05/2026;Sala La Riviera;https://www.entradas.com/event/ligabue-sala-la-riviera-20391870/?Affiliate=RIV;https://salariviera.com/conciertossalariviera/
LA PROHIBIDA (Amigas de Verbena);03/05/2026;Sala El Sol;https://salaelsol.com/eventos/la-prohibida-amigas-de-verbena/;https://salaelsol.com/agenda/
Luis Zahera - Chungo;03/05/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/luis-zahera-chungo/;https://gruposmedia.com/capitol-gran-via/
Rubén Serrano - Me hag...;03/05/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/ruben-serrano-me-hago-mayor/;https://teatroaranjuez.es/cartelera/
PERE BUJOSA TRÍO;03/05/2026;Café Berlín;https://berlincafe.es/programa/pere-bujosa-trio/;https://berlincafe.es/programas/
MOVISTAR ESTUDIANTES VS. PALMER BASKET MALLORCA PALMA JORNADA 33 PRIMERA FEB 25/26;03/05/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=movistar-estudiantes-vs-palmer-basket-mallorca-palma-jornada-33-primera-feb-25-26;https://www.movistararena.es/calendario
REAL MADRID VS. UCAM MURCIA JORNADA 29 LIGA ENDESA 2025/26;03/05/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=real-madrid-vs-ucam-murcia-jornada-29-liga-endesa-2025-26;https://www.movistararena.es/calendario
Fundación Scherzo. Mikhail Pletnev & Marc Bouchkov;03/05/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/fundacion-scherzo-mikhail-pletnev-marc-bouchkov;https://auditorionacional.inaem.gob.es/es/programacion
BOA SUNET + REDTONE;04/05/2026;Sala El Sol;https://salaelsol.com/eventos/boa-sunet-redtone/;https://salaelsol.com/agenda/
Cave Sessions: Fonnzer b2b Drevan + Duran + Andrøx3n;04/05/2026;Sala El Sol;https://salaelsol.com/eventos/cave-sessions-perverse-siblings-duran-androx3n/;https://salaelsol.com/agenda/
1, 2, 3... ¡Magia! - Javi Rufo;04/05/2026;Pequeño Teatro Gran Vía;https://gruposmedia.com/cartelera/1-2-3-magia/;https://gruposmedia.com/pequeno-teatro-gran-via/
Ruido de mate - Mike Chouhy;04/05/2026;Pequeño Teatro Gran Vía;https://gruposmedia.com/cartelera/ruido-de-mate-mike-chouhy/;https://gruposmedia.com/pequeno-teatro-gran-via/
Miguel - Caos Tour;04/05/2026;Sala La Riviera;https://www.livenation.es/event/miguel-caos-tour-madrid-tickets-edp1630147;https://salariviera.com/conciertossalariviera/
EROS RAMAZZOTTI UNA HISTORIA IMPORTANTE WORLD TOUR;04/05/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=eros-ramazzotti-una-historia-importante-world-tour;https://www.movistararena.es/calendario
Alejandra Azcarate - Lo que se permite, se repite;05/05/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/alejandra-azcarate-lo-que-se-permite-se-repite/;https://gruposmedia.com/teatro-figaro/
Puma Blue en Madrid | SON Estrella Galicia;05/05/2026;Café Berlín;https://berlincafe.es/programa/puma-blue-en-madrid-son-estrella-galicia/;https://berlincafe.es/programas/
ORCAM. Sinfónico 7. La Canción de Hiawatha;05/05/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orcam-sinfonico-7-la-cancion-de-hiawatha;https://auditorionacional.inaem.gob.es/es/programacion
OCNE. Satélite 18. Empastes;05/05/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/ocne-satelite-18-empastes;https://auditorionacional.inaem.gob.es/es/programacion
EDWYN COLLINS;06/05/2026;Sala But;https://dice.fm/event/mx5po9-san-tosielo-19th-mar-sala-but-madrid-tickets?lng=es;https://www.salabut.es/agenda-conciertos/
CALLUM BEATTIE;06/05/2026;Sala El Sol;https://salaelsol.com/eventos/callum-beattie/;https://salaelsol.com/agenda/
Sanguijuelas del Guadiana (Tercera Fecha);06/05/2026;Sala La Riviera;https://www.enterticket.es/eventos/concierto-sanguijuelas-del-guadiana-madrid-la-riviera-miercoles-6-de-mayo-935583;https://salariviera.com/conciertossalariviera/
KIEFER SUTHERLAND;06/05/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=kiefer-sutherland;https://www.movistararena.es/calendario
CNDM. Accademia del Piacere, Michael Schade;06/05/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-accademia-del-piacere-michael-schade;https://auditorionacional.inaem.gob.es/es/programacion
Fundación Scherzo. Nicolai Lugansky;06/05/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/fundacion-scherzo-nicolai-lugansky;https://auditorionacional.inaem.gob.es/es/programacion
Carmen Avilés;07/05/2026;Teatro Eslava;https://teatroeslava.com/conciertos/carmela-aviles/;https://teatroeslava.com/conciertos-madrid/
NUEVA TRAGEDIA;07/05/2026;Sala El Sol;https://salaelsol.com/eventos/nueva-tragedia/;https://salaelsol.com/agenda/
Sara Baras - Vuela;07/05/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/sara-baras-vuela/;https://gruposmedia.com/teatro-gran-via/
Sanguijuelas del Guadiana (Segunda fecha);07/05/2026;Sala La Riviera;https://www.enterticket.es/eventos/concierto-sanguijuelas-del-guadiana-madrid-la-riviera-jueves-7-de-mayo-312101;https://salariviera.com/conciertossalariviera/
GPS16: Musgö – La grieta;07/05/2026;Café Berlín;https://berlincafe.es/programa/musgo-la-grieta/;https://berlincafe.es/programas/
Un Muerto Más;07/05/2026;Café Berlín;https://berlincafe.es/programa/un-muerto-mas/;https://berlincafe.es/programas/
LEÏTI SENE KOR SENE;07/05/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=leiti-sene-kor-sene;https://www.movistararena.es/calendario
ERIC CLAPTON EUROPEAN TOUR 2026;07/05/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=eric-clapton-european-tour-2026;https://www.movistararena.es/calendario
Orquesta Juvenil Europea de Madrid. Concierto del Día de Europa;07/05/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orquesta-juvenil-europea-de-madrid-concierto-del-dia-de-europa;https://auditorionacional.inaem.gob.es/es/programacion
Alex Serra & TOTIDUB;08/05/2026;Teatro Eslava;https://teatroeslava.com/conciertos/alex-serra-totidub/;https://teatroeslava.com/conciertos-madrid/
TERS;08/05/2026;Sala But;https://www.musikaze.net/web/?menu=138&pagina=entradas&item=53889&siteID=pandaartist;https://www.salabut.es/agenda-conciertos/
ADRIFT (Sound Isidro);08/05/2026;Sala El Sol;https://salaelsol.com/eventos/adrift-sound-isidro/;https://salaelsol.com/agenda/
Neon StarClub: Forrealnow + Aemilius + Kanseko  + Velasko;08/05/2026;Sala El Sol;https://salaelsol.com/eventos/neon-starclub-una1ka-aliiskittyxao-bendiite-offvazz/;https://salaelsol.com/agenda/
CERVATANA [Sound Isidro];08/05/2026;Sala El Sol;https://salaelsol.com/eventos/cervatana-sound-isidro/;https://salaelsol.com/agenda/
